video_id,video_title,author_id,text_content,similarity_score
e1B7xhJgg28,AI 디지털교과서 반년 만에 퇴출‥교육계는 혼란 (2025.08.07/뉴스데스크/제주MBC),@goqkfkrl-f6c,"학부모 입장에서 지금이라도 디지털 교과서를 퇴출하게 된 건 너무나 잘한  결정이라고 봐요.
초등 저학년까지는 가능한 디지털 기기나 스마트폰 컴퓨터 사용을 자제하는 것이 우리 아이들을 위하는 길이라고 봐요.
책을 읽으며 생각해보고 직접 손 글씨를 써 보는 과정이 정말 중요 하다고 봐요.",0.6066345
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@yi7215,"디지털이 다 빨리빨리 해주면
아이들은 무얼하나요
어떤 큰 교육적 효과가 없을것
같은데😂
생각하는 힘이 없어질것 같은데
걱정입니다.
방과후 보충용으로 쓰면 될것 같은데ㅡ 아이들을 바라보는 철학의 부재입니다.",0.6053796
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@쁘아-d4p,디지털교과서는 AI랑 아무 상관없음 그저 이주호장관의 에듀 테크의 돈만 연결되있음,0.60466695
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@risa9598,"0:30 AI 디지털교과서를 통한 학습리포트를 통해 약점을 바로 체크가능해서 도움이 될 거 같아요
7:48 오답노트 기능도 마찬가지 일거 같아요",0.60155857
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@오예스-e5h,디지털교과서가 왜 중독이 된다는 거죠?  ㅜ.ㅜ 학습이 중독이 되면 좋죠^^ 답을 찾아주는게 아니라 답을 분석하는 것도 AI에요 제발 혹시 박람회라도 가보셨나요?,0.6011938
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@주주맘-n7i,학부모  교사 80%가  디지털  교과서   반대하고  외국의  실패 사례가 있음에도불구하고 굳이  이렇게  밀어  부치는  이유가  뭡니까? 그리고  댓글  전부  다  읽어  봤습니다. 타임  라인  설정해서 댓글 조작  작업 했나여?  교육부가  홍보한다고  댓글 주작하고  있다는  느낌이드네요???학부모들이  디지털 교과서 수업을  거부 해야  합니다.,0.6006217
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@그린티-t6x,"반대하는 목소리가 많은것 같은데 먼저 학부모들의 디지털교과서 이해 교육이 필요할것 같습니다.
저도 막연하게 교과서까지 전자기기로 한다고? 반대하는 엄마였는데 알고 나니 장점이 많습니다. 현재도 학교에서 태블릿 수업하는 과목도 많구요
해외사례도 찾아보면 종이교과서로 한계가 있는 수업에 다양한 컨텐츠가 있어 학생들의 이해도에 있어 좋은것 같아요.
디지털교과서를 잘 활용해서 그동안의 주입식 교육에서 
학생 중심 수업으로 변화되길 기대해봅니다.",0.6004635
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@이윤희-f8t,5:55 AI디지털교과서의 다양한 수학교구가 가장 흥미롭네요! 수학교구라고 하면 실제로 뭔가를 들고와야 한다고 생각했는데 디지털 이미지로 보이게 만들어놓은게 신기하네요😁 학생들이 직접 수학문제를 만들고 풀어본다는 게 인상깊네요😊,0.5995232
1dR6POZYN50,“AI디지털교과서 손본다”… 98% 도입 대구 운명은?ㅣTBC뉴스,@judithlapinou6583,대구가 대구했내. 설마 AI가 극우교과서 ?,0.59879196
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@HayleyKim-jp8qo,AI 교과서가 어떤 것인지 소개도 안해주고 그냥 검증이루어지지 않았으니 나쁘다고만 ㅎ 이번 컨텐츠는 주장만 있고 근거는 제대로 없네요 실망스럽습니다,0.59804857
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@오예스-e5h,디지털기기 보급할 때는 왜 가만히 있었을까요? 왜 AI교과서를 교육자료로 쓰게 할까요? 대통령과 교육부장관이 바뀐 것 뿐인데요. 그 때는 자기들이 계속 할 줄 알고 시작했던 거였을까요? 디지털교과서와 AI교과서는 다른데 어떻게 이걸 비교하는지 전제가 다릅니다...,0.596595
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@cat_black2018,"영어 디지털교과서가 잘 활용되면 좋을거 같지만 저희집 어린이가 영어쓰는 꼴(?)을 보면 답답합니다.  문해력도 딸리고, 손글씨도 못쓰는 아이들은 현장에서 맞닥칠 다양한 어려움이 걱정됩니다. 하지만 영어라는 교과의 특성상 발음이나 복습이 가능한 부분은 좋네요.  교사들의 학습기기 숙지력에 따라 많이 차이가 날 것으로 우려가 됩니다.",0.59264827
vM6_u3czNfY,'AI 디지털교과서' 검정 절차 중단…2학기부터 교과서로 못 쓴다  / EBS뉴스 2025. 08. 05,@prupri02,"경기도 교육청은 대책으로 서논술형 수행평가를  ai로 하겠다고 하더라고요. 갑자기 ai로 평가를 하겠다니...지금도 학생들과 선생님들 고교학점제만으로도 충분히 힘든데 더 혼란만 가중될겁니다. 
경기도 고1 학부모인데 경기도 교육청 정책때문에 다른지역으로 이사가고 싶습니다. 
고등학생 아이들이 실험대상이 아닙니다. 좋은 취지는 이해하지만 갑자기 도입하면 학교 선생님도 학생도 혼란스럽습니다. 
Ai평가는 충분히 몇년동안 시범과 연구를 해보고 완전히 문제점이 없는지 확인해 본 후 도입해주세요. 아이들을 외국으로 유학보내지 못한게 미안할 정도입니다. 제발 부디 졸속으로 교육정책 도입하지 말고 충분한 연구기간을 가지고 진짜 좋은 방법인지 충분히 고려한 후에... 사회적 합의를 마친후 도입해주세요.",0.59048265
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@juyeoun2,핀란드에서 ai코딩교육을 제일 먼저 시작했고 현재도 하고 있지만 디지털 교과서도 함께 도입했다가 문해력과 주의집중력 일회성으로 끝나 습득하는 공부로는 도움이 안되기때문에 종이 교과서로 갔는데 왜 우리나라는 반대로 가나요. 수능과 논술은 지필로 보면서 아이들은 시각적으로 보고 들었으면 다 이해했다고 착각하고 심지어 공부가 끝났다고 생각해요.  디지털로 공부한 아이들은 지필로 따로 테스트하면 소나기내립니다. 그 기계 안에서 방금 전에 푼 유형의 닮은 꼴 문제만 맞출 수 있어요. 생각하는 문제는 쓰고 골똘히 생각하고 싶어하지 않아요. 결국 학업의 구멍이 커지면 학원에 더 많은 아이들이 가겠지요?!,0.5900408
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@하양이튜브-j6w,"AI교과교재는 어떤걸로 선정되나요?  스마트공부하면  화면을 잘 안보는 학생들도 많던데 그건 어떻게 할 생각이신지? 다른 과목도 있는건지 궁금하네요.  여기는 영어 교과서만 나오는데 ..,  학교에서만 쓸수있는건지요?",0.58938915
e1B7xhJgg28,AI 디지털교과서 반년 만에 퇴출‥교육계는 혼란 (2025.08.07/뉴스데스크/제주MBC),@prupri02,"그런데도 경기도 교육감은 대책으로 서논술형 수행평가를  ai로 하겠다고 하더라고요. 갑자기 ai로 평가를 하겠다니... ai가 평가한 평가점수가 내신에 반영되는건데 이렇게 졸속으로 도입해도 되나요? 
고교학점제 첫 시행으로 고등학교는 지금도 충분히 힘든데 더 혼란만 가중될겁니다. 
경기도 고1 학부모인데 경기도 교육청 정책때문에 타지역으로 이사가고 싶습니다. 
고등학생 아이들이 실험대상이 아닙니다. 좋은 취지는 이해하지만 갑자기 도입하면 학교 선생님도 학생도 혼란스럽습니다. 
Ai평가는 충분히 몇년동안 시범과 연구를 해보고 완전히 문제점이 없는지 확인해 본 후 도입해주세요. 아이들을 외국으로 유학보내지 못한게 미안할 정도입니다. 제발 부디 졸속으로 교육정책 도입하지 말고 충분한 연구기간을 가지고 사회적합의를 마친후 도입해주세요.",0.5888621
8hw4k3-pSn4,고양이 단어도 인식 못하는 AI 디지털교과서?...전자사전보다 못하다,@suep162,AI 교과서 반대. 제대로 계발되면 그때해도된다. 지금 만든건 엉망.,0.5878831
NJagO8h0OFU,2025년부터 AI 디지털교과서 도입!📚｜AI 교과서 76종 검정 완료｜정책 속으로🔎,@glory_jane,디지털교과서 반대합니다 애들에게 디지털로 가르치는건 도움이 안된다고요... 다른나라들은 수업만은 아날로그로 돌아가는데 이게 뭔..  역행입니까,0.587365
1dR6POZYN50,“AI디지털교과서 손본다”… 98% 도입 대구 운명은?ㅣTBC뉴스,@싹-t2l,"듣던중 반가운소리~~~
종이 교과서 환영합니다~
참고 자료가 맞습니다
졸속으로 만들어진
쓰레기 디지털 교과서....😤
그 목적이 궁금합니다☹️
아이들 사상교육용 아닙니까??~🤬
강제적으로 디지털 교과서를
도입한 이주호는 진짜 문제가
심각합니다~리박스쿨이랑
연관 관계도 밝혀주세요~~
아이들이 생각할 시간을
많이 주어야 합니다
가뜩이나 테블릿,핸드폰
컴퓨터...등등
학부모는 머리가 지끈거립니다
점점 생각이 좁아지고 문해력
이해력 낮아지는 아이들~
생각의 폭이 넓어지길 바라면서
종이 교과서 적극 찬성입니다🙏🙏👏",0.5872072
e1B7xhJgg28,AI 디지털교과서 반년 만에 퇴출‥교육계는 혼란 (2025.08.07/뉴스데스크/제주MBC),@햇살최가진,교육계가 왜 혼란? 디지털하기 전 대로 하면 되지.,0.58268654
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@ildeepskys,학습이 부진한 학생은 자발적인 학습 태도나 필요한 내용을 찾아가는 자발성 자체가 결여된 경우가 많다. 그래서 개별학습도 교사가 엪에서 도와주어야 한다. 또한 아동발달상 손을 움직이고 직접 써보는 건 지식을 단순히 외는 것과는 차별되는 것이다. AI교과서 절대 반대다.,0.5826561
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@력이맘마,"3:46 다양한 콘텐츠로 개념을 설명하고 단계별, 수준별 문제해결 능력을 평가하는 과정을 통해서 단원별 학습이 진행되는군요~
학습 진단을 통해서 부족한 부분은 집중적으로 관리를 할 수 있고, 학교뿐만 아니라 가정에서도 활용이 가능하다고 하니
우리 아이들, 교육주체들이 보다 나은 디지털 학습 환경으로 변화할 수 있기를 바래요❤",0.5824303
H0wt-yjiay8,베일 벗은 AI 디지털교과서…1대1 맞춤형 학습 가능 [9시 뉴스] / KBS  2024.12.02.,@geospring00,디지털 교과서 구독료 이 돈으로 교사를 증원해 학급 및 교사당 학생수를 줄여라. 교육과정을 개혁해 과목을 줄이고 과목당 수업 시수를 늘려라.,0.5822029
t_s5gfG3ORw,"""10만 명 여론조사를 못 믿어요?"" AI 디지털교과서 여론조사 못 믿는 장관에게",@black_violin,관련 업체를 조사해보세요 거기에 답이 있을겁니다 초등 교과서담당자로서 샘플보니 학습보조자료가 딱 마자요 현장에서 보면 초등 어린이들은 교사와 친구들과 직접 소통하며 교육해야함을 절실히 느낍니다 소중한 우리 아이들을 이용해서까지 박박 긁어 해먹을려는거죠,0.58109766
zc0SrejBP1s,"AI 디지털 교과서 도입, 공교육 강화 대책 (24.11.21.) | 정관용의 정책토론 | 국회방송",@아이스맨-w2h,교실에서 수업 중 아이들에게 태블릿 쥐어주면 난리가 납니다. 재밌는 장난감으로 생각하기에 다들 들썩들썩 거리죠. aidt를 사용함으로써 얻어지는 이익보다 태블릿을 계속 쥐어줬을 때의 문제점이 더 크다고 생각해요. 그리고 교육청에서 교사들이 이수했다는 aidt연수요? 지금까지 했던 연수는 실체없는 aidt를 그냥 개념만 홍보하는 시간이었습니다. 자발적으로 교사들이 들었다고요? 이수 결과가 교육청 평가에 들어간다며 꼭 이수하라고 각 학교 담당자들에게 강조했죠. 이것 저것 코스웨어 끌어와서 활용사례만 말해놓고선 연수 제목은 aidt더군요.,0.5789089
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@gpflsdntjd,"장점만 부각 시키면 안된다! 아이들을 가르쳐서 아는데 AI교과서는 아이들이 직접 혼자서 배운걸 익히고 임계점까지 끌어올리는데 사실 아무 도움 안된다. 글쎄 모둠수업이나 프로젝트수업 필요할때 빼고는... 아이들이 글을 읽지 못한다.  모국어니까 눈으로  읽지만, 정작 이해하고 분석해서 구조화시키는 과정을 거의 해내는 아이들이 없다.  잘하는 아이가 글쎄 좋게 생각해도  8% ?  5%?  교과서는 반드시 필요하다.",0.57890844
1dR6POZYN50,“AI디지털교과서 손본다”… 98% 도입 대구 운명은?ㅣTBC뉴스,@girl-mu2sd,"중3교실 참관수업 가보니 수학시간인데 애들이 선생님 설명은 안듣고 다른 페이지 열어보고, 선생님은 그거 제지시키느라 수업 계속 끊기고... 
디지털교과서는 정말 그냥 도구일 뿐이지 교과서로는 절대 안되겠더라구요.",0.5788009
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@이파리-h7f,"이건 아닙니다. 
아이들에겐 독이 될듯 합니다.
선생님들은 좀편하실듯.. 누구를 위한 디지털교과서인지..",0.578712
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@불면봄바람,"외국에서는 도입했다 교육효과 전혀 없고 오히려 아이들 교육수준만 떨어져서 철회하거나 완전히 없애버린 디지털 교과서를 왜 도입하려는 것인지 설명해 보세요. 하물며 독서를 할 때도 패드로 보는 것과 종이책을 보는 것이 시폭 수준이나 역행 수준, 지문이해도 등이 달리 나오는데 전자기기로 공부를 하겠다구요? 그리고 화면에 다양한 수학교구들 나오는데 아날로그로 직접 만져보고 이해하는 것과 패드로 게임하듯 화면 전환되는 게 같다고 생각하시는지. 보조적인 도구로 쓰이는 것이지 모든 것을 ai로 해결하겠다는 생각은 누구 머리에서 나온 건가요?? 국가적 사업으로 눈먼 돈 먹으려는 게 아니고선 이런 멍청한 정책을 다들 반대하는데 밀어부친다는 건 이해할 수 없네요.",0.5783106
K5xHXY8rgvw,AI디지털교과서 도입 첫해‥ 교실은 아직 '준비 중' (2025.05.07/뉴스데스크/춘천MBC),@아딩구,기존교육 시스템 강화하그 앞으로 미래세대를 위핫 ai교육지원 하는게 맞지 무슨 전자시스템 하나가 모든것을 해결가능 한것처럼 답없네,0.577109
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@teiyun322,"참관수업 가봤더니 난리도 아님..시끄럽고 산만하고 도떼기시장인줄..  누구편하라고 저런걸 도입하는거냐. 집에서도 전자기기 절제시키느라 조심하는데.학교서 봉인해제되는 격..학교는 학교다워야지..전자교과서 저런수업은 학교안가도 다 집.학원 사교육에서 이미 다 접해본 방식아님? 굳이 학교 교실에서까지 저걸 써야함? 왜.애들 되게 산만하고 시끄럽고 발표할때 목소리도 안들리고 수업내내 어수선하던데.,제발좀 정신차리자...",0.5768311
Hm2mj361syM,AI 디지털교과서가 오히려 격차 유발,@CHERISH_MIWOO,전혀 아니라고 봄 AI 하는순간 더 공부안할껄  글씨도 못쓰고 맞춤법은 더 엉망이 되고 지능은 더 떨어질껄 연필을 쓰면서 배우는게 더 좋다고 들었는데 수학은 어떻게 계산하려나 풀이과정을  필요한경우는,0.574958
D5lYwEBwrR0,사교육 대책의 핵심 AI 디지털 교과서,@dkc2018,"아이들은 흙, 물, 공기와 접촉을 늘려야함. 더 이상의 디지털은 아이들을 병들게 하고 있다는걸 지금 이 순간의 초중고 학생들에게서 보이는데 뭔 개소리야?",0.5747569
D5lYwEBwrR0,사교육 대책의 핵심 AI 디지털 교과서,@한마음-i5j,그런거라면 온라인 교육도 많은데 굳이 학교에서 하겠다는건지....학부모들이 반대한다는데 왜 교육부 장관만 하겠다고 그러는지.  애들 입장에서 생각해 주시길.....,0.5745667
D5lYwEBwrR0,사교육 대책의 핵심 AI 디지털 교과서,@sdfjo1iu23,글도 못 쓰는 아이들이 디지털 교과서라고 효과적으로 학습이 될까?,0.57297385
MgRCJjhSISs,"[이슈] 베일 벗은 AI 디지털교과서…1대1 맞춤형 학습 가능/'교육 격차' 줄인다지만…""문해력 저하·준비 부족""/2024년 12월 2일(월)/KBS",@user-wm3mz9mc1y,ㅎ ㅎ ㅎ 왜 그럼 사교육에서 ai교재사용안하겠어요. 사교육은 무조건 효과좋은거 쓰는데 ㅋ ㅋ ㅋ 영어단어외우기 리스닝같은건 앱개발해서 사용하는거 찬성이지만 결국 사교육에서도 다 종이책써요,0.57238543
MgRCJjhSISs,"[이슈] 베일 벗은 AI 디지털교과서…1대1 맞춤형 학습 가능/'교육 격차' 줄인다지만…""문해력 저하·준비 부족""/2024년 12월 2일(월)/KBS",@mkml9133,부교재로는 활용가능할것 같은데 주교과서로는 부족해 보여요 저런 프로그램은 많아요  거기다가 아이들 온라인 수업해보면 집중 잘 못해요,0.5717132
zc0SrejBP1s,"AI 디지털 교과서 도입, 공교육 강화 대책 (24.11.21.) | 정관용의 정책토론 | 국회방송",@김영환-t2t,"제발 학생들에게 디지털 기기 좀 쥐어주지 말자. 그렇게 하면 학생들 바보 된다고 이놈들아!!!  필기 도구(연필, 볼펜)로 직접 글을 쓰고, 친구들과 직접 대화하고 토론하고, 교사와 학생의 상호 작용에서 창의성과 인성이 길러진다 말이다.!!! 저출산으로 학생 수도 적은 마당에  또 기업에 교육권을 줄 셈이냐? 
이러다 망한다 망해, 정부 및 교육부 양반들아!!!!! 내가 당신 자녀들 과외 필요하면, 디지털 과외 프로그램 몇 개 던져 주면 기분 좋나???? 당신들 논리대로 하면, 이 세상의 모든 선생님, 강사, 교수들은 없어져야 한다. 그 대신 디지털 교과서와 관리자만 있으면 된다.
창의성과 인성은 디지털  프로그램의 구조화된 코스에서 나오지 않는다. 종이 교과서 속 내용과 또 내용의 여백에서 그 묘한 지적 호기심과 창의성이 나오는 법이다. 

어떤 것이든 현재의 체제를 부숴 버리면 자본 및 기업이 그것을 대체하게 된다. 그것이 의료계 현실이며, 지금의 교육부가 하려고 하는 만행이다. 디지털 교과서 시스템에 익숙해져 버리면, 다시 종이 교과서로 돌아올 때 얼마나 힘이 들까 생각하니 한숨밖에 안 나온다.",0.5701878
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@hippy_s,"똘똘한 4명 데리고 수업하면 AI교과서 아니라 뭘 해도 잘 됩니다. 이걸 수업시연이라고...😂 
실제 현장에선 2n명 데리고 수업해야 하고요, 학습흥미가 없는 중하위권 친구들은 선생님이 1:1로 붙어서 계속 더 쉽게, 더 쉽게 설명해줘야 그나마 이해 할랑말랑 합니다.
 
어른들도 태블릿으로 공부하는 거 유혹이 너무 많다고 하고, 눈에도 안 좋다고 하는데, 애들한테 이게 진짜 좋은 거라고 생각하시는지? 중고등은 모르겠지만, 초등은 AI 교과서가 들어오는 게 옳지 않다고 생각합니다. 물론 장점도 있겠지만 그 장점을 소화할 인지적 능력도 다 발달하지 않았고 단점이 더 커보입니다.

(그리고... 댓글 알바 쓰시는 건지... 참...)",0.5699853
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@메롱-u6n,AI지만 조기에 정서적 지원과 지도가 가능하다고 하는 점에서는 긍정적으로 생각이 듭니다. 또한 첨삭도 가능하고 오답노트 기능도 있어서 잘 활용한다면 유익할 것 같습니다. 무엇보다도 역기능(MDM)학부모들의 우려를 조금은  잠재울 수 있을 것 같은 기대감이 듭니다. 디벗을 가정에서도 연계하여 학습한 다면 공교육의 신뢰도가 더 높아질 수 있을 것같네요. 다른 과목들도 이 시스템과 유사한지 궁금하네요~,0.569242
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@EsteyGrey,"댓글들 기괴하네요. 미국 실리콘밸리 부모들은 14세 미만은 전자기기 스마트폰 등 사용못하게하고 아날로그로 교육하는 풍조라는데, 유럽국가들도 습득력 이슈로 패드에서 종이책으로 전환하는 이 마당에 교사학부모 80%이상이 반대하는 정책을 강제로 밀고나가려는 저의가 너무나 투명하고 어른들의 눈먼 이익실현을 위해 실험대에 올라가야하는 아이들이 안타까울 따름입니다.",0.5691481
JH1H3o8XdVI,THE인터뷰_정제영 원장 1부: AI 디지털 교과서 편,@이은정-z7o2q,"아이언맨의 비서 자비스, 선생님의 보조도구 AIDT! 교사의 역할이 지식전달자에서 더 나아가 학습지원자,지지자의 역할로 강화되고, 학부모가 학생의 매일 학습정도를 확인할 수 있어 가정연계 지도가 가능해 지면 좋을것 같아요.학부모도 내아이를 객관적으로 볼수 있는 기회가 될거라 기대해봐요.",0.5689984
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@옳은일,"디지털 교과서 반대!!!
문해력 바닥됩니다.
4명모아놓고 저게 과연 수업인가요? 
현실과 뒤떨어진 시연이네요. 수업분량이 많은데,
저런수업을 할수있다는것이 말이 않되고
 홍보영상일뿐이라는 극명한 진실",0.56738293
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@sybookdang,"전 세계 유래없는 디지털 교과서 아이들에게 도움이 될 거라고 생각하지 않아요. 정말 극소수만 도움이 될까요? 전 병행하는 게 좋다고 생각하지만, 제발 다시 돌이키길 바랍니다. 어른도 자기 조절력이 어려운데... 이것을 어린이에게 접한다? 전 판타지라고 생각합니다.",0.56732845
JC35hy4u1mo,"AI 디지털교과서(AIDT), 도입해야할까? ｜토론으로 알아보는 교육정책",@choiyoojinn,"AI디지털교과서 토론 재밌네요~ 학생들이 정말 똑똑하게 말도 잘하고..! 저도 생각이 이랬다가 저랬다가 자꾸 설득당하게 됩니다..ㅎㅎ 저는 아직은 그래도 종이책이 더 필요하는 입장이어서요... 글쎄 아직은 AI교과서 도입은 좀 이르지 않을까 싶은 마음입니다 ㅠㅠ 
다음 토론은 그저 외우기만 하는 공부 방식에 대해서 해보면 좋을 것 같습니다! 아직도 다양한 과목들에서 선생님들이 그냥 외워! 라는 이야기를 많이 하시거든요... 학생들이 어떻게 생각할지 너무 궁금합니다!",0.5660464
ZOp_tXkpPH0,[단독] 말 많고 탈 많은 'AI 교과서'…교육자료로도 못 쓴다? / SBS 8뉴스,@TiTiHealingmusic,AI시대에 중요한건 아날로그 교육. 디지탈 기기의 과도한 사용으로 인간의 뇌가 퇴화하고 있다.ㅠㅠ,0.5631813
QqBYIYTDHuQ,AI 디지털교과서' 어떻게 쓰나?…영어·수학 수업 참관해 보니｜지금 이 뉴스,@Ladaengi,AI 업체에서 얼마나 받아 처먹었으면 별거도 아닌걸로 이렇게 판을 키워서 놓았을까,0.5611367
JH1H3o8XdVI,THE인터뷰_정제영 원장 1부: AI 디지털 교과서 편,@늘푸른-k2b,"대부분엄마들은 디지털교과서 반대합니다!
문해력 떨어지는 아이들 너무 많아요. 독서 수업 늘리고 한자수업 해주세요",0.56096923
D5lYwEBwrR0,사교육 대책의 핵심 AI 디지털 교과서,@oldboy0202,"학교는 학습만 하는 곳이 아니다.
공감, 소통교육 중요하고?
Ai로 점점 인간들의 교류줄어들고 그 부분은 예체능으로 메꾸든?
점점 예체능으로 메마른 감정, 정서채워야하고?
학습적으로는 좋음.
잘 만들었음.
그러나 전수업을 태블릿으로 하는 건 반대임.
집에서 나머지 보완하든?
기계화로 점점 소통줄어드는데 학교교육까지?
세계 최초 마케팅한다 아이들 망침.
기계는 한 대씩 지원하되, 수업은 오후 2시간정도?
밥먹고 잠오니 게임처럼이 좋지?
아침 9시가 집중도가 가장 좋은 때인데?
그 때 책으로 집중, 통제능력길러줘야지?
이건 아니지?",0.5589802
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@츄피츄피츄,"5:54 AI디지털교과서의 다양한 수학교구가 가장 인상깊었어요!
다양한 수학 교구를 통해 아이들이 능동적으로 학습하면서 수학적 사고력과 창의력을 기를 수 있는데 정말 많은 도움될것같아요!
어려운 개념도 직접 그 원리를 AI디지털 교과서로 학습하면서 책으로 풀때보다 훨씬 직관적인 이해가 가능할것같구요! 
이번 수업 시연을 통해 AI디지털 교과서에 기존에 갖고있던 선입견과 걱정이 많이 줄어들었네요! 좋은 내용 감사합니다 :)",0.55852336
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@hisat30,교육자료로는 활용할수있다고하지만 교과서는 절대 안된다고 생각합니다. 아이들에게 사고할 시간을 주세요. 사교육에도 패드수업은 많구요. 개개인이 선택할수 있는데 왜 굳이 교육부에서 이런 교육과정을 시행하려하는건가요! 제발 중단해주세요.,0.5579852
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@양양-1,"AI교과서 반대합니다.
제발 좀 바른 정책을 좀 하세요 
학부모님 의견은 수렴하지 않나요?",0.5562526
yG7JrRtFY08,어서와~ AI 디지털교과서 미리보기는 처음이지(중학교 영어편),@SDGs지킴이,내년에 도입될 ai dt가 더더욱 기대가 되는 영상입니다. 학생 교사 모두 만족하는 교과서가 되길 바라봅니다.,0.5538255
-ZUoWn6uvlc,(수업시연) AI 디지털교과서가 찾아왔어요 ㅣ 초등학교 4학년 수학,@utube989,6교시동안 디지털교과서를 보려면 죽겠다 ai교육이나 기초컴교육 수업이나 지원하면 더 좋겠다. 막상 애들 영상만 보지 컴터 oa 구글 활용못한다. 40분수업에 개념하고 몇문제나 채점해주길래 약점과 보완할점 알려준다고?하교후 복습시간에 단원평가나 풀고나서 확인될거고 중고생은 스스로 못느낄정도면 문제가 더 있지않나?이미 존재하는 ebs 초등이나 매쓰사이트 단추도 알지도 못하고 안보는 애들이?도서관에서 찾고싶은 주제의 자기수준에 맞는 관련책부터 찾는 훈련이 더 신뢰있고 검증된 정보를 얻는 연습이지,0.55355996
kMRBxDBbUas,"AI디지털교과서 논란, 핵심이 무엇인지 딱 알려드립니다!(교육대기자)[이슈따라잡기]",@greenlove1124,디지털교과서 반대합니다. 교육대기자 좀 더 힘내주세요!,0.55351114
OcFXKUxiskw,AI디지털교과서로 공부하면 벌어지는 일 / 내년 수업 방식에 미리 대비해야 하는 이유,@laelsworld1116,"이 또한 가정 마다 격차가 크겠네요. 컴퓨터가 집집 마다 다 있는 것도 아니고 부모가 다 컴퓨터를 잘하는 것도 아니고 디지털 사용에 다 긍정적인 것도 아니라 가정에서의 역할이 하나 또 늘어난  것 같아요. 작은 것부터 세심하게 신경 써주는 가정의 아이들은 오히려 디지털 사용 능력 또 하나  생기는 것이므로 새로운 격차가 생길것도 같네요. 이것도 학원이 생기는 거 아닌가 싶네요~~ 새로운 문물에 대해 무조건 적인 반대보다 오히려 그것을 어떻게 활용하여 아이의 능력을 끌어줄 것인가에 더 관심이 가는 편이라  기대도 됩니다. 다만, 현장에서 가르치시는 교사들이 격차가 걱정됩니다. 디지털이 익숙한 교사들이 있고 그렇지 못한 교사들이 있어 연수로 해결되는지 걱정이 되네요.",0.5526898
